DATASET_COLORSTRIP
#=================================================================
# Color strip for All family genes
#=================================================================

SEPARATOR SPACE
VIT_212s0028g01530.1 #6B9CD1
VIT_204s0008g05500.1 #6B9CD1
VIT_201s0011g06080.1 #6B9CD1
VIT_200s0347g00102.1 #6B9CD1
VIT_212s0028g01440.1 #6B9CD1
VIT_207s0095g00520.1 #6B9CD1
VIT_204s0044g00840.1 #6B9CD1
VIT_212s0134g00370.1 #6B9CD1
VIT_219s0014g04200.1 #6B9CD1
VIT_218s0001g09780.1 #6B9CD1
VIT_218s0001g09745.1 #6B9CD1
VIT_207s0095g00160.1 #6B9CD1
VIT_211s0016g05440.1 #6B9CD1
VIT_208s0007g08230.1 #6B9CD1
VIT_219s0014g01075.1 #6B9CD1
VIT_213s0156g00550.1 #6B9CD1
VIT_207s0095g00680.1 #6B9CD1
VIT_209s0002g04530.1 #6B9CD1
VIT_207s0095g00575.1 #6B9CD1
VIT_210s0071g00440.1 #6B9CD1
VIT_219s0014g04050.1 #6B9CD1
VIT_200s0420g00010.1 #6B9CD1
VIT_200s0743g00010.1 #6B9CD1
VIT_208s0007g01220.1 #6B9CD1
VIT_208s0007g01183.1 #6B9CD1
VIT_212s0028g01640.1 #6B9CD1
VIT_208s0007g03860.1 #6B9CD1
VIT_219s0014g01120.1 #6B9CD1
VIT_208s0058g00950.1 #6B9CD1
VIT_203s0088g00190.1 #6B9CD1
VIT_200s0347g00070.1 #6B9CD1
VIT_200s0353g00010.1 #6B9CD1
VIT_200s0362g00022.1 #6B9CD1
VIT_212s0134g00335.1 #6B9CD1
VIT_202s0033g01085.1 #6B9CD1
VIT_219s0014g04010.1 #6B9CD1
VIT_218s0001g15155.1 #6B9CD1
VIT_200s0374g00040.1 #6B9CD1
VIT_209s0002g04550.1 #6B9CD1
VIT_218s0001g14423.1 #6B9CD1
VIT_218s0001g14420.1 #6B9CD1
VIT_216s0050g01920.1 #6B9CD1
VIT_205s0102g00950.1 #6B9CD1
VIT_206s0061g00180.1 #6B9CD1
VIT_213s0156g00450.1 #6B9CD1
VIT_213s0156g00515.1 #6B9CD1
VIT_214s0081g00050.1 #33A02C
VIT_214s0081g00030.1 #33A02C
VIT_205s0094g00250.1 #33A02C
VIT_214s0081g00020.1 #33A02C
VIT_205s0094g00280.1 #33A02C
VIT_205s0094g00240.1 #33A02C
VIT_205s0094g00270.1 #33A02C
VIT_200s1290g00010.1 #33A02C
VIT_205s0094g00200.1 #33A02C
VIT_205s0094g00260.1 #33A02C
VIT_205s0094g00220.1 #33A02C
VIT_205s0094g00320.1 #33A02C
VIT_205s0094g00300.1 #33A02C
VIT_204s0008g00120.1 #33A02C
VIT_205s0094g00340.1 #33A02C
VIT_205s0094g00330.1 #33A02C
VIT_205s0094g00350.1 #33A02C
VIT_205s0094g00360.1 #33A02C
VIT_204s0008g00140.1 #33A02C
VIT_203s0038g03400.1 #33A02C
VIT_202s0025g04210.1 #33A02C
VIT_202s0025g01560.4 #33A02C
VIT_218s0001g13210.1 #666600
VIT_209s0002g02610.1 #666600
VIT_209s0002g02620.2 #666600
VIT_209s0002g02620.1 #666600
VIT_200s0346g00040.1 #EA8181
VIT_212s0028g03580.1 #EA8181
VIT_200s1557g00020.1 #EA8181
VIT_213s0019g02040.1 #EA8181
VIT_208s0007g00830.1 #EA8181
VIT_208s0007g00810.1 #EA8181
VIT_206s0004g05170.1 #EA8181
VIT_213s0067g01590.1 #EA8181
VIT_208s0058g00300.1 #EA8181
VIT_213s0067g01640.1 #EA8181
VIT_212s0055g00500.1 #EA8181
VIT_203s0088g00100.1 #EA8181
VIT_203s0097g00080.1 #EA8181
VIT_203s0097g00030.2 #EA8181
VIT_203s0088g00010.1 #EA8181
VIT_218s0041g01160.1 #EA8181
VIT_219s0015g00620.1 #EA8181
VIT_218s0041g01140.1 #EA8181
VIT_203s0097g00120.1 #EA8181
VIT_203s0167g00110.1 #EA8181
VIT_203s0167g00050.1 #EA8181
VIT_200s0211g00190.1 #EA8181
VIT_203s0097g00130.1 #EA8181
VIT_218s0041g01210.1 #EA8181
VIT_208s0007g06610.1 #EA8181
VIT_203s0038g04170.1 #EA8181
VIT_203s0167g00020.1 #EA8181
VIT_217s0000g09170.1 #EA8181
VIT_204s0044g01990.1 #EA8181
VIT_208s0007g06560.1 #EA8181
VIT_203s0088g00860.1 #EA8181
VIT_218s0041g01170.1 #EA8181
VIT_208s0007g06570.1 #EA8181
VIT_208s0040g02210.1 #EA8181
VIT_203s0097g00030.1 #EA8181
VIT_216s0098g00720.1 #EA8181
VIT_208s0007g06580.1 #EA8181
VIT_208s0007g01620.1 #EA8181
VIT_200s0211g00155.1 #EA8181
VIT_213s0019g03210.1 #EA8181
VIT_204s0008g05320.1 #EA8181
VIT_200s0346g00010.1 #EA8181
VIT_203s0167g00030.1 #EA8181
VIT_203s0097g00110.1 #EA8181
VIT_203s0088g00040.1 #EA8181
VIT_200s0265g00110.1 #EA8181
VIT_208s0058g00280.1 #EA8181
VIT_213s0067g01570.1 #EA8181
VIT_208s0058g00290.1 #EA8181
VIT_200s0214g00040.1 #CC6DA3
VIT_200s0214g00090.1 #CC6DA3
VIT_200s0214g00060.1 #CC6DA3
VIT_214s0060g02020.1 #CC6DA3
VIT_200s0214g00150.1 #CC6DA3
VIT_214s0060g01990.1 #CC6DA3
VIT_214s0060g01990.2 #CC6DA3
VIT_200s0214g00150.2 #CC6DA3
VIT_214s0060g02000.1 #CC6DA3
VIT_200s0214g00160.1 #CC6DA3
VIT_200s0214g00130.1 #CC6DA3
VIT_216s0100g00520.1 #CC6DA3
VIT_201s0011g01790.1 #CC6DA3
VIT_215s0048g01930.1 #CC6DA3
VIT_202s0025g04380.1 #CC6DA3
VIT_202s0025g04380.2 #CC6DA3
VIT_208s0007g04190.2 #CC6DA3
VIT_205s0051g00080.1 #CC6DA3
VIT_215s0024g00410.1 #CC6DA3
VIT_208s0007g04190.1 #CC6DA3
VIT_200s0214g00150.3 #CC6DA3
VIT_201s0011g01730.1 #CC6DA3
VIT_201s0011g01740.1 #CC6DA3
VIT_201s0011g01780.1 #CC6DA3
VIT_201s0011g01760.1 #CC6DA3
VIT_215s0024g00410.2 #CC6DA3
VIT_215s0024g00480.1 #CC6DA3
VIT_214s0060g00560.1 #CC6DA3
VIT_200s0220g00010.2 #CC6DA3
VIT_200s0220g00010.4 #CC6DA3
VIT_214s0068g00110.1 #E0BE68
VIT_219s0014g00830.1 #E0BE68
VIT_212s0055g00590.1 #E0BE68
VIT_210s0003g01900.1 #E0BE68
VIT_214s0083g01210.1 #E0BE68
VIT_214s0083g01220.1 #E0BE68
VIT_207s0129g00960.1 #E0BE68
VIT_207s0129g00870.1 #E0BE68
VIT_205s0077g00970.1 #E0BE68
VIT_207s0129g00910.1 #E0BE68
VIT_214s0068g00010.1 #E0BE68
VIT_201s0011g00280.1 #E0BE68
VIT_214s0068g00070.1 #E0BE68
VIT_214s0083g01195.1 #E0BE68
VIT_207s0005g01640.1 #E0BE68
VIT_214s0068g00090.1 #E0BE68
VIT_203s0038g04340.1 #E0BE68
VIT_210s0003g04990.1 #E0BE68
VIT_207s0129g00880.1 #E0BE68
VIT_207s0129g00920.1 #E0BE68
VIT_215s0046g01930.1 #E0BE68
VIT_207s0129g00970.1 #E0BE68
VIT_219s0014g03400.2 #E0BE68
VIT_214s0068g00030.1 #E0BE68
VIT_213s0067g03780.1 #E0BE68
VIT_207s0129g00990.1 #E0BE68
VIT_216s0050g01020.1 #E0BE68
VIT_214s0083g01225.1 #E0BE68
VIT_219s0014g00470.1 #E0BE68
VIT_212s0028g01350.5 #E0BE68
VIT_219s0014g00500.1 #E0BE68
VIT_212s0028g01350.2 #E0BE68
VIT_212s0028g01350.3 #E0BE68
VIT_212s0028g01350.4 #E0BE68
VIT_212s0028g01350.1 #E0BE68
VIT_219s0014g00710.1 #E0BE68
VIT_219s0014g00790.1 #E0BE68
VIT_219s0014g00520.1 #E0BE68
VIT_219s0014g00530.1 #E0BE68
VIT_219s0014g00790.2 #E0BE68
VIT_210s0003g02000.1 #E0BE68
VIT_210s0003g02015.1 #E0BE68
VIT_210s0003g01960.4 #E0BE68
VIT_210s0003g01960.2 #E0BE68
VIT_210s0003g01980.1 #E0BE68
VIT_210s0003g01960.3 #E0BE68
VIT_210s0003g01960.1 #E0BE68
VIT_210s0003g01980.4 #E0BE68
VIT_210s0092g00590.1 #E0BE68
VIT_210s0003g01990.1 #E0BE68
VIT_210s0003g01990.2 #E0BE68
VIT_210s0092g00710.1 #E0BE68
VIT_200s0125g00210.5 #E0BE68
VIT_200s0125g00210.3 #E0BE68
VIT_200s0125g00210.4 #E0BE68
VIT_200s0125g00210.2 #E0BE68
VIT_200s0125g00210.1 #E0BE68
VIT_209s0070g00850.1 #E0BE68
VIT_219s0014g00620.1 #E0BE68
VIT_210s0003g01920.1 #E0BE68
VIT_210s0003g01920.2 #E0BE68
VIT_219s0014g00680.1 #E0BE68
VIT_219s0014g00680.2 #E0BE68
VIT_219s0014g00680.3 #E0BE68
VIT_200s0125g00090.1 #E0BE68
VIT_207s0129g00940.1 #E0BE68
VIT_210s0003g01940.1 #E0BE68
VIT_219s0014g00810.1 #E0BE68
VIT_204s0008g05550.1 #E0BE68
VIT_204s0008g05550.2 #E0BE68
VIT_212s0055g00580.1 #E0BE68
VIT_210s0092g00470.1 #E0BE68
VIT_201s0011g03060.2 #E0BE68
VIT_201s0011g03060.1 #E0BE68
VIT_210s0003g01880.1 #E0BE68
VIT_210s0092g00570.1 #E0BE68
VIT_214s0006g02030.1 #E0BE68
VIT_200s0173g00130.1 #E0BE68
VIT_210s0003g01980.2 #E0BE68
VIT_210s0003g01980.3 #E0BE68
VIT_210s0003g01860.1 #E0BE68
VIT_219s0140g00040.1 #E0BE68
VIT_214s0108g00220.1 #E0BE68
VIT_210s0003g02000.2 #E0BE68
VIT_210s0003g00120.4 #E0BE68
VIT_210s0003g00120.3 #E0BE68
VIT_210s0003g00120.2 #E0BE68
VIT_210s0003g00120.1 #E0BE68
VIT_200s1542g00025.1 #E0BE68
VIT_206s0004g03920.1 #E0BE68
VIT_200s0125g00140.1 #E0BE68
VIT_213s0067g03791.1 #E0BE68
VIT_207s0129g00890.1 #E0BE68
VIT_201s0244g00090.1 #E0BE68
VIT_219s0014g03400.1 #E0BE68
VIT_206s0004g03960.1 #E0BE68
VIT_200s0218g00050.2 #E0BE68
VIT_207s0005g06500.5 #E0BE68
VIT_209s0070g00970.1 #E0BE68
VIT_207s0005g06500.4 #E0BE68
VIT_207s0005g06500.3 #E0BE68
VIT_207s0005g06500.1 #E0BE68
VIT_219s0014g03400.3 #E0BE68
VIT_207s0005g06500.2 #E0BE68
VIT_212s0055g00660.1 #E0BE68
VIT_200s0218g00050.1 #E0BE68
VIT_200s0198g00020.1 #E0BE68
VIT_203s0063g00510.1 #E0BE68
VIT_205s0020g03030.4 #E0BE68
VIT_205s0020g03030.2 #E0BE68
VIT_205s0020g03030.1 #E0BE68
VIT_200s0211g00030.2 #E0BE68
VIT_200s0211g00030.1 #E0BE68
VIT_200s0173g00250.1 #E0BE68
VIT_205s0020g03030.3 #E0BE68
VIT_209s0002g02880.1 #E0BE68
VIT_206s0004g03930.3 #E0BE68
VIT_206s0004g03930.2 #E0BE68
VIT_206s0004g03930.1 #E0BE68
VIT_208s0040g03140.1 #E0BE68
VIT_208s0040g03140.3 #E0BE68
VIT_208s0040g03140.4 #E0BE68
VIT_208s0040g03140.2 #E0BE68
VIT_209s0002g02770.1 #E0BE68
VIT_209s0002g03030.1 #E0BE68
VIT_206s0004g03925.1 #E0BE68
VIT_200s0173g00260.1 #E0BE68
VIT_209s0002g02740.1 #E0BE68
VIT_201s0010g02210.1 #E0BE68
VIT_209s0002g03020.1 #E0BE68
VIT_213s0047g00140.1 #E0BE68
VIT_209s0002g02790.1 #E0BE68
VIT_209s0002g03120.1 #E0BE68
VIT_209s0002g03070.1 #E0BE68
VIT_209s0002g02990.1 #E0BE68
VIT_215s0045g01220.1 #E0BE68
VIT_210s0116g00910.1 #15E2D7
VIT_212s0059g01130.1 #15E2D7
VIT_210s0116g00920.1 #15E2D7
VIT_205s0020g01150.2 #15E2D7
VIT_205s0020g01150.1 #15E2D7
VIT_202s0033g00920.1 #15E2D7
CRL_SLYcer07g00064 #917FC9
CRL_SLYcer07g00061 #917FC9
CRL_SLYcer07g00062 #917FC9
CRL_SLYcer11g04181 #917FC9
CRL_SLYcer11g04182 #917FC9
CRL_SLYcer11g04191 #917FC9
CRL_SLYcer11g00183 #917FC9
CRL_SLYcer03g00355 #917FC9
GNA_SLYcer04g05347 #6B9CD1
GNA_SLYcer07g05411 #6B9CD1
GNA_SLYcer04g05342 #6B9CD1
GNA_SLYcer03g00259 #6B9CD1
GNA_SLYcer04g05348 #6B9CD1
GNA_SLYcer02g04357 #6B9CD1
GNA_SLYcer07g05413 #6B9CD1
GNA_SLYcer02g04358 #6B9CD1
GNA_SLYcer04g00468 #6B9CD1
GNA_SLYcer01g00325 #6B9CD1
GNA_SLYcer04g05334 #6B9CD1
GNA_SLYcer07g05081 #6B9CD1
GNA_SLYcer03g03052 #6B9CD1
GNA_SLYcer07g05074 #6B9CD1
GNA_SLYcer04g05333 #6B9CD1
GNA_SLYcer03g00261 #6B9CD1
GNA_SLYcer04g05346 #6B9CD1
GNA_SLYcer04g05335 #6B9CD1
GNA_SLYcer02g02441 #6B9CD1
GNA_SLYcer07g05410 #6B9CD1
GNA_SLYcer07g05416 #6B9CD1
GNA_SLYcer07g05414 #6B9CD1
GNA_SLYcer03g00260 #6B9CD1
GNA_SLYcer01g01791 #6B9CD1
GNA_SLYcer04g05353 #6B9CD1
GNA_SLYcer10g00268 #6B9CD1
GNA_SLYcer07g00682 #6B9CD1
GNA_SLYcer07g00679 #6B9CD1
GNA_SLYcer04g05352 #6B9CD1
GNA_SLYcer04g05350 #6B9CD1
GNA_SLYcer10g00402 #6B9CD1
GNA_SLYcer07g00674 #6B9CD1
GNA_SLYcer07g04814 #6B9CD1
GNA_SLYcer07g00681 #6B9CD1
GNA_SLYcer02g04360 #6B9CD1
GNA_SLYcer11g00153 #6B9CD1
GNA_SLYcer07g04818 #6B9CD1
GNA_SLYcer02g04355 #6B9CD1
GNA_SLYcer03g02621 #6B9CD1
GNA_SLYcer04g05344 #6B9CD1
GNA_SLYcer02g02459 #6B9CD1
GNA_SLYcer05g00475 #6B9CD1
GNA_SLYcer02g04362 #6B9CD1
GNA_SLYcer07g04821 #6B9CD1
GNA_SLYcer04g05451 #6B9CD1
GNA_SLYcer01g06959 #6B9CD1
GNA_SLYcer01g01810 #6B9CD1
GNA_SLYcer12g00312 #6B9CD1
GNA_SLYcer07g05078 #6B9CD1
GNA_SLYcer01g01833 #6B9CD1
GNA_SLYcer07g05076 #6B9CD1
GNA_SLYcer07g05077 #6B9CD1
GNA_SLYcer09g01009 #6B9CD1
GNA_SLYcer09g04434 #6B9CD1
GNA_SLYcer08g05824 #6B9CD1
GNA_SLYcer07g04820 #6B9CD1
GNA_SLYcer02g04269 #6B9CD1
GNA_SLYcer09g04433 #6B9CD1
GNA_SLYcer06g02958 #6B9CD1
GNA_SLYcer02g04359 #6B9CD1
GNA_SLYcer01g01835 #6B9CD1
GNA_SLYcer02g04079 #6B9CD1
GNA_SLYcer04g05351 #6B9CD1
GNA_SLYcer11g00981 #6B9CD1
GNA_SLYcer03g05219 #6B9CD1
GNA_SLYcer02g04008 #6B9CD1
GNA_SLYcer07g05284 #6B9CD1
GNA_SLYcer04g01315 #6B9CD1
GNA_SLYcer07g00685 #6B9CD1
GNA_SLYcer10g00403 #6B9CD1
GNA_SLYcer07g05415 #6B9CD1
GNA_SLYcer03g00036 #6B9CD1
GNA_SLYcer08g04302 #6B9CD1
GNA_SLYcer05g01642 #6B9CD1
GNA_SLYcer02g01418 #6B9CD1
GNA_SLYcer11g00858 #6B9CD1
GNA_SLYcer10g00400 #6B9CD1
GNA_SLYcer01g01827 #6B9CD1
GNA_SLYcer04g05337 #6B9CD1
GNA_SLYcer10g00399 #6B9CD1
GNA_SLYcer05g02462 #6B9CD1
GNA_SLYcer04g05341 #6B9CD1
GNA_SLYcer04g05339 #6B9CD1
GNA_SLYcer09g00506 #6B9CD1
GNA_SLYcer08g05825 #6B9CD1
GNA_SLYcer08g03695 #6B9CD1
GNA_SLYcer03g00358 #6B9CD1
GNA_SLYcer01g01808 #6B9CD1
GNA_SLYcer07g05062 #6B9CD1
GNA_SLYcer09g01695 #6B9CD1
GNA_SLYcer11g03006 #6B9CD1
GNA_SLYcer07g05063 #6B9CD1
GNA_SLYcer02g02450 #6B9CD1
GNA_SLYcer03g04348 #6B9CD1
GNA_SLYcer01g02168 #6B9CD1
GNA_SLYcer01g00334 #6B9CD1
GNA_SLYcer04g00373 #6B9CD1
HEV_SLYcer01g07829 #33A02C
HEV_SLYcer01g07832 #33A02C
HEV_SLYcer03g04824 #33A02C
HEV_SLYcer10g04902 #33A02C
HEV_SLYcer11g01296 #33A02C
HEV_SLYcer03g04823 #33A02C
HEV_SLYcer03g04817 #33A02C
HEV_SLYcer11g01320 #33A02C
HEV_SLYcer11g01225 #33A02C
HEV_SLYcer10g04929 #33A02C
HEV_SLYcer10g04851 #33A02C
HEV_SLYcer10g04850 #33A02C
HEV_SLYcer07g00698 #33A02C
HEV_SLYcer10g04921 #33A02C
HEV_SLYcer07g00699 #33A02C
HEV_SLYcer07g00707 #33A02C
HEV_SLYcer10g00949 #33A02C
HEV_SLYcer10g00950 #33A02C
HEV_SLYcer10g00951 #33A02C
HEV_SLYcer07g00706 #33A02C
HEV_SLYcer10g00948 #33A02C
HEV_SLYcer06g03621 #33A02C
HEV_SLYcer04g04869 #33A02C
HEV_SLYcer07g00267 #33A02C
HEV_SLYcer09g02604 #33A02C
JRL_SLYcer10g05223 #666600
JRL_SLYcer04g05641 #666600
JRL_SLYcer04g05640 #666600
JRL_SLYcer03g05352 #666600
JRL_SLYcer09g04966 #666600
JRL_SLYcer09g04816 #666600
JRL_SLYcer01g00283 #666600
JRL_SLYcer09g04818 #666600
JRL_SLYcer12g05227 #666600
JRL_SLYcer09g04817 #666600
JRL_SLYcer10g00719 #666600
JRL_SLYcer04g05684 #666600
LEG_SLYcer09g01085 #EA8181
LEG_SLYcer10g05793 #EA8181
LEG_SLYcer09g00976 #EA8181
LEG_SLYcer02g04209 #EA8181
LEG_SLYcer10g02364 #EA8181
LEG_SLYcer09g00165 #EA8181
LEG_SLYcer03g04401 #EA8181
LEG_SLYcer09g00039 #EA8181
LEG_SLYcer09g00346 #EA8181
LEG_SLYcer10g05732 #EA8181
LEG_SLYcer07g05599 #EA8181
LEG_SLYcer03g00696 #EA8181
LEG_SLYcer02g03615 #EA8181
LEG_SLYcer10g05425 #EA8181
LEG_SLYcer03g01032 #EA8181
LEG_SLYcer03g03189 #EA8181
LEG_SLYcer10g03794 #EA8181
LEG_SLYcer01g08006 #EA8181
LEG_SLYcer09g01067 #EA8181
LEG_SLYcer10g03745 #EA8181
LEG_SLYcer08g04352 #EA8181
LEG_SLYcer10g03793 #EA8181
LEG_SLYcer10g03757 #EA8181
LEG_SLYcer10g03758 #EA8181
LEG_SLYcer10g03759 #EA8181
LEG_SLYcer07g01764 #EA8181
LEG_SLYcer09g01084 #EA8181
LEG_SLYcer10g02819 #EA8181
NIC_SLYcer12g04957 #CC6DA3
NIC_SLYcer12g04994 #CC6DA3
NIC_SLYcer04g04245 #CC6DA3
NIC_SLYcer12g04996 #CC6DA3
NIC_SLYcer12g04956 #CC6DA3
NIC_SLYcer12g04252 #CC6DA3
NIC_SLYcer10g02280 #CC6DA3
NIC_SLYcer10g02046 #CC6DA3
NIC_SLYcer04g03578 #CC6DA3
NIC_SLYcer01g07555 #CC6DA3
NIC_SLYcer11g00274 #CC6DA3
NIC_SLYcer02g03699 #CC6DA3
NIC_SLYcer02g03705 #CC6DA3
NIC_SLYcer02g03710 #CC6DA3
NIC_SLYcer02g03703 #CC6DA3
NIC_SLYcer10g05856 #CC6DA3
NIC_SLYcer02g03698 #CC6DA3
NIC_SLYcer09g00481 #CC6DA3
NIC_SLYcer02g03708 #CC6DA3
NIC_SLYcer08g06256 #CC6DA3
NIC_SLYcer03g00509 #CC6DA3
NIC_SLYcer10g00946 #CC6DA3
NIC_SLYcer02g03695 #CC6DA3
NIC_SLYcer10g05678 #CC6DA3
NIC_SLYcer02g03697 #CC6DA3
NIC_SLYcer02g03696 #CC6DA3
NIC_SLYcer10g04581 #CC6DA3
NIC_SLYcer02g02553 #CC6DA3
NIC_SLYcer01g07554 #CC6DA3
NIC_SLYcer01g08000 #CC6DA3
NIC_SLYcer02g03709 #CC6DA3
NIC_SLYcer02g02551 #CC6DA3
